age,age_group,job,salary,marital,education,targeted,default,balance,housing,loan,response,,,Marital,Response rate (%)
46,4,technician,60000,divorced,tertiary,no,no,477,yes,no,0,,,,
27,2,admin.,50000,married,secondary,yes,no,4,yes,no,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,1205,yes,no,0,,,,
32,3,technician,60000,single,secondary,yes,no,0,yes,yes,0,,,,
40,4,admin.,50000,single,secondary,yes,no,263,yes,no,0,,,,
38,3,admin.,50000,married,secondary,yes,no,1,no,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,283,no,yes,0,,,,
47,4,blue-collar,20000,married,primary,yes,no,206,yes,no,0,,,,
42,4,housemaid,16000,married,primary,yes,no,17,yes,no,0,,,,
48,4,technician,60000,married,secondary,yes,no,141,yes,yes,0,,,,
29,2,self-employed,60000,single,tertiary,no,no,16,yes,no,0,,,,
50,5,services,70000,married,secondary,yes,no,206,yes,no,0,,,,
52,5,technician,60000,married,unknown,no,no,7,no,no,0,,,,
50,5,management,100000,married,tertiary,yes,no,0,no,no,0,,,,
58,5,retired,55000,married,tertiary,yes,no,0,no,no,0,,,,
46,4,blue-collar,20000,divorced,primary,yes,no,1927,yes,no,0,,,,
38,3,technician,60000,married,secondary,yes,no,284,yes,no,0,,,,
46,4,blue-collar,20000,married,secondary,yes,no,1660,yes,no,0,,,,
32,3,services,70000,single,secondary,yes,no,406,yes,no,0,,,,
51,5,blue-collar,20000,married,primary,yes,no,230,yes,no,0,,,,
39,3,admin.,50000,single,secondary,yes,no,-25,yes,no,0,,,,
48,4,admin.,50000,married,secondary,yes,no,182,yes,no,0,,,,
36,3,entrepreneur,120000,married,tertiary,yes,no,1169,yes,no,0,,,,
34,3,admin.,50000,divorced,secondary,yes,no,67,yes,no,0,,,,
40,4,technician,60000,married,secondary,yes,no,77,no,no,0,,,,
43,4,unemployed,8000,married,secondary,yes,no,0,yes,no,0,,,,
52,5,blue-collar,20000,divorced,primary,yes,no,55,yes,yes,0,,,,
33,3,technician,60000,married,secondary,yes,yes,72,yes,no,0,,,,
49,4,management,100000,single,tertiary,no,no,163,yes,no,0,,,,
32,3,management,100000,single,tertiary,no,no,151,yes,no,0,,,,
39,3,admin.,50000,single,secondary,yes,no,113,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,0,yes,no,0,,,,
38,3,technician,60000,single,tertiary,no,no,9,yes,no,0,,,,
43,4,management,100000,married,secondary,yes,no,375,yes,no,0,,,,
39,3,services,70000,married,secondary,yes,no,1142,yes,no,0,,,,
54,5,blue-collar,20000,married,primary,yes,no,2102,yes,no,0,,,,
38,3,technician,60000,single,tertiary,no,no,4325,yes,no,0,,,,
40,4,blue-collar,20000,married,secondary,yes,no,217,yes,no,0,,,,
55,5,admin.,50000,married,secondary,yes,no,131,yes,no,0,,,,
42,4,management,100000,married,tertiary,yes,no,1680,yes,no,0,,,,
39,3,blue-collar,20000,married,secondary,yes,no,0,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,46,yes,no,0,,,,
32,3,blue-collar,20000,married,secondary,yes,no,320,yes,no,0,,,,
55,5,admin.,50000,married,secondary,yes,no,183,yes,no,0,,,,
45,4,blue-collar,20000,married,secondary,yes,no,39,no,no,0,,,,
35,3,management,100000,single,tertiary,no,no,560,yes,no,0,,,,
58,5,technician,60000,divorced,secondary,yes,no,469,no,no,0,,,,
35,3,admin.,50000,married,secondary,yes,no,530,yes,no,0,,,,
49,4,services,70000,married,primary,yes,no,61,yes,no,0,,,,
34,3,technician,60000,single,tertiary,no,no,242,yes,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,139,yes,no,0,,,,
24,2,self-employed,60000,single,secondary,yes,no,0,yes,no,0,,,,
34,3,technician,60000,married,secondary,yes,no,367,yes,no,0,,,,
51,5,admin.,50000,divorced,secondary,yes,no,228,yes,no,0,,,,
39,3,technician,60000,single,unknown,no,no,45248,yes,no,1,,,,
50,5,self-employed,60000,married,unknown,no,no,-84,yes,no,0,,,,
32,3,services,70000,single,secondary,yes,no,310,yes,no,0,,,,
42,4,blue-collar,20000,married,unknown,no,no,132,yes,no,0,,,,
50,5,technician,60000,married,secondary,yes,no,797,yes,no,0,,,,
40,4,services,70000,married,secondary,yes,no,71,no,no,0,,,,
46,4,management,100000,divorced,unknown,no,no,2,yes,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,231,yes,yes,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,270,yes,yes,0,,,,
44,4,blue-collar,20000,married,secondary,yes,no,274,yes,yes,0,,,,
40,4,admin.,50000,single,secondary,yes,no,-109,yes,yes,0,,,,
37,3,technician,60000,married,secondary,yes,no,1,yes,no,1,,,,
33,3,blue-collar,20000,single,secondary,yes,yes,-60,no,no,0,,,,
35,3,blue-collar,20000,married,secondary,yes,no,89,yes,no,0,,,,
58,5,blue-collar,20000,divorced,secondary,yes,no,-11,no,no,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,0,yes,no,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,-509,yes,no,0,,,,
39,3,unemployed,8000,married,primary,yes,no,408,yes,no,0,,,,
36,3,services,70000,single,primary,yes,no,58,yes,no,0,,,,
57,5,retired,55000,single,secondary,yes,no,1640,no,yes,0,,,,
36,3,admin.,50000,single,secondary,yes,no,20,yes,no,0,,,,
50,5,blue-collar,20000,married,primary,yes,no,71,yes,no,0,,,,
55,5,blue-collar,20000,married,secondary,yes,no,52,yes,no,0,,,,
44,4,self-employed,60000,married,tertiary,yes,no,292,yes,no,0,,,,
44,4,services,70000,divorced,secondary,yes,no,424,yes,no,0,,,,
39,3,housemaid,16000,single,primary,yes,no,109,yes,no,0,,,,
46,4,blue-collar,20000,married,unknown,no,no,1044,yes,no,0,,,,
39,3,blue-collar,20000,married,secondary,yes,no,983,yes,no,0,,,,
34,3,admin.,50000,married,secondary,yes,no,869,no,no,1,,,,
40,4,blue-collar,20000,married,primary,yes,no,668,yes,no,0,,,,
50,5,management,100000,married,tertiary,yes,no,964,yes,no,0,,,,
31,3,management,100000,single,secondary,yes,no,301,yes,no,0,,,,
37,3,admin.,50000,single,secondary,yes,no,140,yes,no,0,,,,
39,3,management,100000,single,secondary,yes,no,1877,yes,no,0,,,,
51,5,blue-collar,20000,married,primary,yes,no,1127,yes,no,0,,,,
41,4,technician,60000,married,secondary,yes,no,871,yes,no,0,,,,
41,4,technician,60000,married,secondary,yes,no,767,yes,yes,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,0,no,no,0,,,,
30,3,services,70000,single,secondary,yes,no,209,yes,no,0,,,,
54,5,management,100000,divorced,primary,yes,no,0,no,no,0,,,,
43,4,blue-collar,20000,divorced,secondary,yes,no,110,yes,yes,0,,,,
59,5,management,100000,divorced,tertiary,no,no,-76,yes,yes,0,,,,
47,4,technician,60000,married,unknown,no,no,178,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,-66,yes,no,0,,,,
32,3,technician,60000,married,secondary,yes,no,0,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,1,yes,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,0,yes,no,0,,,,
55,5,unemployed,8000,married,tertiary,yes,no,5345,no,no,0,,,,
30,3,blue-collar,20000,divorced,secondary,yes,no,-209,yes,no,0,,,,
39,3,admin.,50000,single,secondary,yes,no,0,yes,no,0,,,,
39,3,blue-collar,20000,divorced,secondary,yes,no,42,yes,no,0,,,,
50,5,blue-collar,20000,divorced,secondary,yes,no,41,yes,no,0,,,,
44,4,blue-collar,20000,married,secondary,yes,no,-99,yes,no,0,,,,
37,3,technician,60000,single,secondary,yes,no,17,yes,no,0,,,,
46,4,admin.,50000,married,primary,yes,no,276,yes,yes,0,,,,
32,3,technician,60000,single,unknown,no,no,-170,no,no,0,,,,
37,3,management,100000,single,tertiary,no,no,230,yes,yes,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,9,yes,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,946,yes,no,0,,,,
45,4,blue-collar,20000,married,primary,yes,no,1297,yes,no,0,,,,
57,5,retired,55000,divorced,secondary,yes,no,-331,yes,no,0,,,,
48,4,blue-collar,20000,single,secondary,yes,no,44,yes,no,0,,,,
60,6,retired,55000,married,secondary,yes,yes,15,no,no,0,,,,
26,2,admin.,50000,single,secondary,yes,no,712,yes,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,5435,yes,no,0,,,,
34,3,admin.,50000,married,secondary,yes,no,507,yes,no,0,,,,
55,5,unemployed,8000,divorced,secondary,yes,no,387,yes,no,1,,,,
41,4,blue-collar,20000,married,primary,yes,no,0,yes,yes,0,,,,
50,5,management,100000,divorced,secondary,yes,no,1716,yes,no,0,,,,
49,4,entrepreneur,120000,married,secondary,yes,no,167,yes,yes,0,,,,
44,4,admin.,50000,married,unknown,no,no,40,no,yes,0,,,,
44,4,blue-collar,20000,married,primary,yes,no,148,yes,no,0,,,,
31,3,technician,60000,married,secondary,yes,no,17,yes,yes,0,,,,
34,3,blue-collar,20000,single,tertiary,no,no,1011,yes,no,0,,,,
46,4,management,100000,single,unknown,no,no,1527,yes,no,0,,,,
42,4,management,100000,married,tertiary,yes,no,744,no,no,0,,,,
52,5,admin.,50000,married,secondary,yes,no,484,yes,no,0,,,,
29,2,management,100000,single,tertiary,no,no,0,yes,no,0,,,,
53,5,retired,55000,married,primary,yes,no,136,yes,no,0,,,,
43,4,blue-collar,20000,married,secondary,yes,no,1335,yes,no,0,,,,
38,3,management,100000,married,secondary,yes,no,517,yes,no,0,,,,
46,4,management,100000,married,tertiary,yes,no,459,yes,no,0,,,,
48,4,management,100000,divorced,unknown,no,no,549,yes,no,0,,,,
30,3,admin.,50000,divorced,secondary,yes,no,83,yes,yes,0,,,,
44,4,blue-collar,20000,married,primary,yes,no,213,no,no,0,,,,
31,3,housemaid,16000,married,primary,yes,no,203,yes,no,0,,,,
42,4,services,70000,single,secondary,yes,no,518,yes,no,0,,,,
40,4,management,100000,single,tertiary,no,no,3877,yes,no,0,,,,
52,5,admin.,50000,married,secondary,yes,no,1236,yes,no,0,,,,
45,4,blue-collar,20000,divorced,secondary,yes,no,756,yes,no,0,,,,
48,4,blue-collar,20000,married,secondary,yes,no,157,yes,no,0,,,,
45,4,blue-collar,20000,married,primary,yes,no,-66,yes,no,0,,,,
34,3,blue-collar,20000,married,unknown,no,no,245,yes,no,0,,,,
34,3,blue-collar,20000,married,primary,yes,no,-144,yes,no,0,,,,
46,4,blue-collar,20000,married,secondary,yes,no,71,yes,no,0,,,,
49,4,services,70000,divorced,secondary,yes,no,505,yes,no,0,,,,
50,5,technician,60000,married,primary,yes,no,249,yes,no,0,,,,
34,3,admin.,50000,single,secondary,yes,no,0,yes,no,0,,,,
40,4,unemployed,8000,single,secondary,yes,no,11,yes,no,0,,,,
36,3,admin.,50000,married,secondary,yes,no,639,yes,no,0,,,,
59,5,blue-collar,20000,divorced,unknown,no,no,124,yes,no,0,,,,
45,4,blue-collar,20000,married,secondary,yes,no,82,yes,no,0,,,,
36,3,self-employed,60000,married,tertiary,yes,no,107,yes,no,0,,,,
56,5,services,70000,married,secondary,yes,no,473,yes,no,0,,,,
42,4,services,70000,divorced,secondary,yes,no,372,yes,yes,0,,,,
30,3,admin.,50000,married,secondary,yes,no,46,yes,no,0,,,,
30,3,student,4000,single,tertiary,no,no,34,yes,no,0,,,,
47,4,self-employed,60000,married,unknown,no,no,935,yes,no,0,,,,
33,3,blue-collar,20000,married,secondary,yes,no,-10,yes,no,0,,,,
36,3,admin.,50000,married,secondary,yes,no,-106,yes,no,0,,,,
39,3,services,70000,divorced,primary,yes,no,471,yes,no,0,,,,
56,5,admin.,50000,divorced,secondary,yes,no,778,yes,no,0,,,,
39,3,blue-collar,20000,divorced,unknown,no,no,170,yes,no,0,,,,
42,4,technician,60000,married,secondary,yes,no,315,yes,no,0,,,,
52,5,blue-collar,20000,married,secondary,yes,no,3165,no,no,0,,,,
36,3,admin.,50000,divorced,secondary,yes,no,131,yes,no,0,,,,
35,3,entrepreneur,120000,married,secondary,yes,yes,204,yes,no,0,,,,
47,4,technician,60000,married,secondary,yes,no,83,yes,no,0,,,,
59,5,services,70000,divorced,secondary,yes,no,0,yes,yes,0,,,,
57,5,blue-collar,20000,married,primary,yes,no,5431,yes,yes,0,,,,
38,3,management,100000,married,unknown,no,no,1759,yes,no,0,,,,
46,4,unemployed,8000,married,secondary,yes,no,-125,yes,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,0,no,no,0,,,,
28,2,services,70000,single,secondary,yes,no,5090,yes,no,1,,,,
38,3,technician,60000,married,unknown,no,no,573,yes,no,0,,,,
56,5,blue-collar,20000,married,secondary,yes,no,1602,yes,no,0,,,,
41,4,blue-collar,20000,single,primary,yes,yes,-137,yes,yes,0,,,,
52,5,technician,60000,married,unknown,no,no,0,no,no,0,,,,
54,5,services,70000,married,secondary,yes,no,193,no,no,0,,,,
61,6,retired,55000,married,secondary,yes,no,195,yes,yes,0,,,,
53,5,entrepreneur,120000,married,secondary,yes,no,288,no,no,0,,,,
47,4,technician,60000,married,secondary,yes,no,19,yes,no,0,,,,
53,5,blue-collar,20000,married,primary,yes,no,25,yes,no,0,,,,
46,4,services,70000,married,secondary,yes,no,216,yes,no,0,,,,
39,3,blue-collar,20000,divorced,primary,yes,no,190,yes,yes,0,,,,
56,5,technician,60000,divorced,secondary,yes,no,99,yes,no,0,,,,
55,5,services,70000,divorced,primary,yes,no,2298,yes,no,0,,,,
44,4,management,100000,married,tertiary,yes,no,17,yes,no,0,,,,
37,3,technician,60000,married,primary,yes,no,0,yes,no,0,,,,
35,3,blue-collar,20000,married,primary,yes,no,0,yes,no,0,,,,
55,5,blue-collar,20000,married,secondary,yes,no,840,yes,no,0,,,,
37,3,services,70000,married,secondary,yes,no,358,yes,no,0,,,,
30,3,technician,60000,single,secondary,yes,no,0,yes,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,-325,yes,yes,0,,,,
36,3,technician,60000,single,secondary,yes,no,-15,yes,no,0,,,,
38,3,technician,60000,married,secondary,yes,no,581,yes,no,0,,,,
41,4,admin.,50000,divorced,primary,yes,no,4070,yes,no,0,,,,
48,4,retired,55000,married,secondary,yes,no,74,no,yes,0,,,,
55,5,services,70000,divorced,secondary,yes,no,141,yes,no,0,,,,
28,2,services,70000,divorced,secondary,yes,no,89,no,no,0,,,,
54,5,services,70000,married,secondary,yes,yes,0,yes,no,0,,,,
30,3,blue-collar,20000,married,secondary,yes,no,450,no,no,0,,,,
48,4,technician,60000,married,tertiary,yes,no,310,no,no,0,,,,
31,3,self-employed,60000,married,secondary,yes,no,0,yes,no,0,,,,
38,3,blue-collar,20000,married,secondary,yes,no,384,yes,no,0,,,,
37,3,blue-collar,20000,married,secondary,yes,no,395,yes,no,0,,,,
37,3,services,70000,single,unknown,no,no,-118,yes,no,0,,,,
56,5,blue-collar,20000,married,primary,yes,no,5,yes,yes,0,,,,
51,5,blue-collar,20000,married,secondary,yes,no,50,yes,yes,0,,,,
39,3,blue-collar,20000,married,secondary,yes,no,285,yes,yes,0,,,,
49,4,technician,60000,married,unknown,no,no,15,no,no,0,,,,
51,5,blue-collar,20000,married,primary,yes,no,653,yes,yes,0,,,,
43,4,self-employed,60000,married,secondary,yes,no,918,yes,no,0,,,,
32,3,services,70000,married,secondary,yes,no,243,yes,yes,0,,,,
29,2,technician,60000,single,tertiary,no,no,405,yes,no,0,,,,
48,4,management,100000,divorced,tertiary,no,no,1328,yes,no,0,,,,
55,5,services,70000,married,primary,yes,no,255,yes,no,0,,,,
53,5,blue-collar,20000,married,secondary,yes,no,3397,yes,no,0,,,,
47,4,technician,60000,married,unknown,no,no,2106,yes,no,0,,,,
39,3,management,100000,married,tertiary,yes,no,2877,yes,no,0,,,,
31,3,blue-collar,20000,single,tertiary,no,no,60,yes,yes,0,,,,
39,3,blue-collar,20000,married,primary,yes,no,2226,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,2880,yes,no,0,,,,
40,4,technician,60000,single,unknown,no,no,-5,yes,no,0,,,,
48,4,technician,60000,married,secondary,yes,no,147,no,no,0,,,,
33,3,technician,60000,divorced,secondary,yes,no,7,yes,yes,0,,,,
40,4,technician,60000,married,secondary,yes,no,109,yes,no,0,,,,
59,5,retired,55000,married,primary,yes,no,-119,yes,no,0,,,,
30,3,technician,60000,married,secondary,yes,no,484,yes,no,1,,,,
31,3,management,100000,single,tertiary,no,no,1852,yes,no,0,,,,
35,3,unemployed,8000,married,secondary,yes,no,533,yes,no,0,,,,
54,5,technician,60000,divorced,secondary,yes,no,21,yes,no,0,,,,
34,3,admin.,50000,single,unknown,no,no,2434,yes,no,0,,,,
32,3,technician,60000,married,secondary,yes,no,90,yes,yes,0,,,,
56,5,admin.,50000,divorced,unknown,no,no,4246,yes,no,0,,,,
32,3,admin.,50000,single,tertiary,no,no,395,yes,no,0,,,,
42,4,blue-collar,20000,married,primary,yes,no,15,yes,no,0,,,,
33,3,services,70000,married,tertiary,yes,no,85,no,no,0,,,,
52,5,entrepreneur,120000,married,tertiary,yes,no,-184,yes,yes,0,,,,
52,5,services,70000,married,secondary,yes,no,660,no,no,0,,,,
52,5,blue-collar,20000,divorced,primary,yes,yes,-183,yes,no,0,,,,
30,3,unemployed,8000,divorced,secondary,yes,no,1144,yes,no,0,,,,
44,4,services,70000,divorced,secondary,yes,no,1,yes,no,0,,,,
35,3,admin.,50000,married,secondary,yes,no,69,yes,yes,0,,,,
55,5,management,100000,single,secondary,yes,no,220,yes,no,0,,,,
33,3,blue-collar,20000,married,primary,yes,no,332,yes,no,0,,,,
37,3,blue-collar,20000,single,secondary,yes,no,240,yes,no,0,,,,
42,4,technician,60000,single,secondary,yes,no,0,yes,no,0,,,,
43,4,unemployed,8000,married,secondary,yes,no,0,yes,no,0,,,,
38,3,entrepreneur,120000,married,tertiary,yes,no,898,yes,no,0,,,,
37,3,technician,60000,married,secondary,yes,no,123,yes,yes,0,,,,
31,3,student,4000,single,secondary,yes,no,252,yes,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,65,yes,no,0,,,,
41,4,technician,60000,married,secondary,yes,no,-366,yes,yes,0,,,,
29,2,student,4000,single,secondary,yes,no,209,yes,no,0,,,,
38,3,admin.,50000,single,secondary,yes,no,221,yes,no,0,,,,
44,4,self-employed,60000,divorced,tertiary,no,no,4,yes,no,0,,,,
39,3,admin.,50000,married,secondary,yes,no,104,yes,no,0,,,,
28,2,technician,60000,single,secondary,yes,no,312,yes,no,0,,,,
33,3,blue-collar,20000,married,secondary,yes,no,-349,yes,no,0,,,,
41,4,services,70000,married,unknown,no,no,4,no,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,no,-322,yes,yes,0,,,,
29,2,admin.,50000,married,secondary,yes,no,-150,yes,no,0,,,,
38,3,management,100000,married,unknown,no,no,1349,yes,no,0,,,,
32,3,admin.,50000,married,tertiary,yes,no,281,yes,no,0,,,,
45,4,services,70000,married,secondary,yes,no,1259,yes,no,0,,,,
33,3,admin.,50000,single,secondary,yes,no,101,yes,no,0,,,,
34,3,blue-collar,20000,married,secondary,yes,no,848,yes,no,0,,,,
41,4,entrepreneur,120000,married,unknown,no,no,89,yes,no,0,,,,
41,4,blue-collar,20000,married,secondary,yes,no,140,yes,no,0,,,,
35,3,admin.,50000,single,secondary,yes,no,148,yes,no,0,,,,
40,4,technician,60000,single,secondary,yes,no,200,yes,no,0,,,,
60,6,self-employed,60000,married,primary,yes,no,46,yes,no,0,,,,
47,4,services,70000,divorced,secondary,yes,no,201,yes,no,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,530,yes,no,0,,,,
31,3,blue-collar,20000,single,secondary,yes,no,0,yes,no,0,,,,
49,4,self-employed,60000,married,secondary,yes,no,1,yes,no,0,,,,
29,2,blue-collar,20000,married,secondary,yes,no,43,yes,no,0,,,,
31,3,management,100000,single,tertiary,no,no,-173,yes,no,0,,,,
38,3,management,100000,married,tertiary,yes,no,389,yes,no,0,,,,
37,3,blue-collar,20000,married,primary,yes,no,215,yes,yes,0,,,,
35,3,technician,60000,married,secondary,yes,no,-131,yes,no,0,,,,
31,3,management,100000,single,secondary,yes,no,783,yes,no,0,,,,
41,4,admin.,50000,married,secondary,yes,no,0,yes,no,0,,,,
46,4,services,70000,married,unknown,no,no,80,yes,no,0,,,,
40,4,services,70000,divorced,secondary,yes,no,105,yes,no,0,,,,
29,2,admin.,50000,married,secondary,yes,no,182,yes,yes,0,,,,
49,4,admin.,50000,married,secondary,yes,no,82,yes,no,0,,,,
42,4,management,100000,married,tertiary,yes,no,0,yes,no,0,,,,
54,5,services,70000,married,secondary,yes,no,510,yes,no,0,,,,
40,4,management,100000,single,tertiary,no,no,242,yes,no,0,,,,
53,5,admin.,50000,married,secondary,yes,no,244,yes,yes,0,,,,
49,4,management,100000,married,tertiary,yes,no,92,yes,no,0,,,,
40,4,blue-collar,20000,married,primary,yes,yes,0,yes,no,0,,,,
29,2,student,4000,single,secondary,yes,no,948,yes,no,0,,,,
36,3,blue-collar,20000,married,primary,yes,no,23,yes,no,0,,,,
37,3,technician,60000,married,secondary,yes,no,710,yes,no,0,,,,
39,3,services,70000,married,secondary,yes,no,1205,yes,no,0,,,,
36,3,technician,60000,married,secondary,yes,no,368,yes,yes,1,,,,
44,4,entrepreneur,120000,married,tertiary,yes,no,1631,yes,no,0,,,,
40,4,admin.,50000,married,secondary,yes,no,6,yes,no,0,,,,
49,4,blue-collar,20000,married,secondary,yes,no,26,yes,no,0,,,,
30,3,technician,60000,single,unknown,no,no,-48,yes,no,0,,,,
57,5,management,100000,married,tertiary,yes,no,2142,yes,no,0,,,,
24,2,services,70000,single,secondary,yes,no,77,yes,yes,0,,,,
46,4,blue-collar,20000,married,unknown,no,no,401,yes,no,0,,,,
33,3,admin.,50000,married,secondary,yes,no,21,no,no,0,,,,
43,4,services,70000,divorced,secondary,yes,no,0,yes,no,0,,,,
43,4,admin.,50000,single,secondary,yes,no,-497,yes,no,0,,,,
40,4,blue-collar,20000,divorced,primary,yes,no,369,no,no,0,,,,
